text,pramana_label,strength_label,source
"In news analysis, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"there are sometimes unpleasant and boring parts which is not liked by anyone, but most of them are about responsibilities which is the part of individual's live",Anumana,moderate,aaec_reviewed
compulsory voting will cause more people feel like the government has too much power and the country will feel less free,Upamana,strong,ibm_reviewed
we should subsidize journalism to ensure media has the proper means to get the correct answers to the public.,Shabda,strong,ibm_reviewed
"burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.",Shabda,strong,ibm_reviewed
Master augmentation (news analysis): synthetic vignette uid master-pad-15; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
"Across news analysis, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"In astrobiology, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
compulsory voting will cause more people feel like the government has too much power and the country will feel less free,Upamana,strong,ibm_reviewed
Master augmentation (social media discourse): synthetic vignette uid master-pad-11; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,,nyaya_synthetic
"In news analysis, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer,Upamana,moderate,aaec_reviewed
"Taken together, the observations suggest a bottleneck in history of science. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
"even when people watch television together, there is no chance for them to have conversation in front of television",Anumana,moderate,aaec_reviewed
"Explaining cybersecurity operations to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
private military companies receive government funds without sufficient government oversight.,Shabda,moderate,ibm_reviewed
cannabis is no worse than alcohol and should be legal to every adult american citizen.,Anumana,moderate,ibm_reviewed
"Explaining clinical triage to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
"In news analysis, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
Master augmentation (social media discourse): synthetic vignette uid master-pad-14; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,,nyaya_synthetic
"In science, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
Master augmentation (legal reasoning): synthetic vignette uid master-pad-8; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,,nyaya_synthetic
this type of surgery has risks associated with it just like other ones except this one is not needed,Upamana,moderate,ibm_reviewed
"According to the published standard for climate modeling, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
"On balance, the evidence indicates a bottleneck in journalism ethics. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
Emergence of new television channels or shows are not surprising,Anumana,moderate,aaec_reviewed
Field notes from science record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
"In legal reasoning, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
A recent bulletin in social media discourse states that the prior guideline was superseded last quarter.,Shabda,,nyaya_synthetic
The workflow in technology acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
"In history of science, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
"Explaining urban planning to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
algorithmic trading stops people having control over their spending and therefore increases debt,Anumana,moderate,ibm_reviewed
the cost of vocational education far outweighs the benefits in terms of earnings capacity.,Anumana,moderate,ibm_reviewed
"It is not uncommon that the teenages are found sleepless for several days playing on-line games at public internet bar, and there are also some media reports regarding the sudden death case of the teenages in the internet bar",Shabda,strong,aaec_reviewed
"We measured the artifact directly in climate modeling. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
"According to the daily life handbook, the device must complete a full calibration cycle before first use.",Shabda,,nyaya_synthetic
"In daily life, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"Across philosophy, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
spending on renovating the highways and roads can improve the quality,Anumana,moderate,aaec_reviewed
Experts in legal reasoning now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
Field notes from social media discourse record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
"Across technology, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"Under ordinary conditions in this domain, a bottleneck in school policy. The downstream metric lags whenever the upstream queue saturates; which makes it plausible that the system is contention-limited.",Anumana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in journalism ethics. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
"For newcomers in news analysis, a hash table is similar to a set of labeled drawers: fast lookup, occasional collisions.",Upamana,,nyaya_synthetic
"some male chauvinists think that women are incapable in particular fields, like maths, mechanical engineering, defense etc",Upamana,moderate,aaec_reviewed
"In daily life, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
"Under ordinary conditions in this domain, a bottleneck in software reliability. The downstream metric lags whenever the upstream queue saturates; which makes it plausible that the system is contention-limited.",Anumana,,nyaya_synthetic
"We measured the artifact directly in journalism ethics. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
we should adopt libertarianism because each individual person should be able to decide what politics he wants to follow.,Anumana,moderate,ibm_reviewed
"urbanization should be banned to save on forest destruction, animal extinction, and overall save the environment.",Anumana,moderate,ibm_reviewed
an austerity regime can help restructure a country's debt without increasing the deficit,Anumana,moderate,ibm_reviewed
Master augmentation (medicine): synthetic vignette uid master-pad-17; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,,nyaya_synthetic
The workflow in daily life acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
"We measured the artifact directly in constitutional law. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
The accidents cannot be completely avoided although only those who have gun licenses can purchase guns,Anumana,moderate,aaec_reviewed
successful people can learn important and very valuable points from trying new things,Anumana,moderate,aaec_reviewed
"students only need to study academic subjects like mathematics, physics",Upamana,moderate,aaec_reviewed
Field notes from news analysis record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
"Under ordinary conditions in this domain, a bottleneck in journalism ethics. The downstream metric lags whenever the upstream queue saturates; so the system is contention-limited.",Anumana,,nyaya_synthetic
"In school policy, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
compulsory voting will cause more people feel like the government has too much power and the country will feel less free,Upamana,strong,ibm_reviewed
"racial profiling discriminates against people of color based solely on their appearance, not merit",Anumana,moderate,ibm_reviewed
"Across politics, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in supply chains. The downstream metric lags whenever the upstream queue saturates; so the system is contention-limited.",Anumana,,nyaya_synthetic
"In science, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
"During the medicine walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
"Explaining software reliability to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
Master augmentation (philosophy): synthetic vignette uid master-pad-24; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
there is a lot we can learn medically from human cloning and we should do it responsibly,Anumana,moderate,ibm_reviewed
Experts in daily life now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
"Explaining clinical triage to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
Experts in philosophy now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
"In econometrics, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
"During the politics walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
we should continue to support homeschooling as it gives children another form of education when other forms do not work.,Anumana,moderate,ibm_reviewed
How can the comtemporary scientists study the earth's gravity without the apple which fall on Newton's head,Anumana,moderate,aaec_reviewed
a zero-tolerance policy gives administrators no leeway if a student commits a less than serious crime.,Anumana,moderate,ibm_reviewed
"intellectual property rights are too vague,they include copyrighting words, gestures, etc and should be sbolish",Anumana,moderate,ibm_reviewed
"During the legal reasoning walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
"For newcomers in public debate, a hash table is similar to a set of labeled drawers: fast lookup, occasional collisions.",Upamana,,nyaya_synthetic
guantanamo bay is a stain on the reputation of the usa that has acted to further the cause of terrorists around the world,Anumana,strong,ibm_reviewed
"In education, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"During the politics walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
"In legal reasoning, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"In constitutional law, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
Field notes from science record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
"Cultural events such as exhibitions and theatre plays can enrich one's and widen his horizons, things which aren't offered by small towns",Anumana,moderate,aaec_reviewed
government should invest more on medical care and education rather than on entertaining or sports facilities,Anumana,moderate,aaec_reviewed
"the three-strike law acts as a very effective deterent to crime, and keeps down the prison population.",Anumana,moderate,ibm_reviewed
"According to the public debate handbook, the device must complete a full calibration cycle before first use.",Shabda,,nyaya_synthetic
Master augmentation (politics): synthetic vignette uid master-pad-23; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
"On balance, the evidence indicates a bottleneck in software reliability. The downstream metric lags whenever the upstream queue saturates; which makes it plausible that the system is contention-limited.",Anumana,,nyaya_synthetic
Master augmentation (legal reasoning): synthetic vignette uid master-pad-34; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in econometrics. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
Researchers publishing in education reported a replication failure under stricter preprocessing.,Shabda,,nyaya_synthetic
Part-time jobs furnish them with precious chance to practice what they are learning at their universities,Anumana,moderate,aaec_reviewed
"On balance, the evidence indicates a bottleneck in journalism ethics. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
"Across daily life, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
journalism should not be subsidized because subsidies could too easily be allotted according to political beliefs.,Shabda,strong,ibm_reviewed
"For the most part, cannabis is already legal in many states and countries. So it should be a universal legal law.",Anumana,moderate,ibm_reviewed
"In technology, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"In clinical triage, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
Experts in science now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
being able to choose your own attorney to help determine your fate is vitally important if you have the means to do so.,Anumana,moderate,ibm_reviewed
Experts in philosophy now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
"Across technology, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"Because the control arm improved while the treatment arm flatlined in technology, the intervention may lack efficacy.",Anumana,,nyaya_synthetic
"During the technology walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
"In medicine, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
"We measured the artifact directly in software reliability. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
"Explaining climate modeling to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
"Across medicine, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"nuclear weapons are an exhorbitantly costly defence strategy that will never be used, just a deterrant at a huge price.",Anumana,moderate,ibm_reviewed
better journalism is needed to keep our governments in check and the general population in the know,Shabda,moderate,ibm_reviewed
Capital punishment is more humane than other extreme punishment like permanent solitary confinement or guard abuse.,Anumana,moderate,ibm_reviewed
Master augmentation (news analysis): synthetic vignette uid master-pad-29; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,,nyaya_synthetic
these subject are necessary for students' future,Anumana,weak,aaec_reviewed
"If we treat the premises charitably, a bottleneck in software reliability. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
"journalism is a dying profession that is increasingly corrupt, so why use tax money towards it?",Shabda,moderate,ibm_reviewed
"In philosophy, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
allowing people to use a gateway drug like cannabis is steering them towards a life of addiction.,Anumana,moderate,ibm_reviewed
"We measured the artifact directly in constitutional law. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
"Across philosophy, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"As long as vaccines are not free of side effects, it cannot make them mandatory for our children.",Anumana,moderate,ibm_reviewed
Master augmentation (politics): synthetic vignette uid master-pad-3; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
"According to the social media discourse handbook, the device must complete a full calibration cycle before first use.",Shabda,,nyaya_synthetic
public defenders should be mandatory because it puts everybody on the same playing level,Anumana,moderate,ibm_reviewed
assisted suicide shouldn't be a criminal offence because it allows the patient to have control over their final decisions,Anumana,moderate,ibm_reviewed
compulsory voting would only cause uneducated votes to be cast and not be a real benefit to the country.,Anumana,moderate,ibm_reviewed
people are experiencing serious medical problems,Anumana,weak,aaec_reviewed
"Taken together, the observations suggest a bottleneck in school policy. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
the sole purpose of education is to nurture a young mind and not thrust studies on them,Anumana,moderate,aaec_reviewed
"We measured the artifact directly in journalism ethics. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
Master augmentation (education): synthetic vignette uid master-pad-2; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,,nyaya_synthetic
"Taken together, the observations suggest a bottleneck in econometrics. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
"If we treat the premises charitably, a bottleneck in cybersecurity operations. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
"If we treat the premises charitably, a bottleneck in econometrics. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in econometrics. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
"With regulation, innovation dries up. But so also does the potential for exploitation.",Anumana,moderate,ibm_reviewed
"we should develop at least one personal hobby, not to show off, but express our emotion when we feel depressed or pressured",Anumana,moderate,aaec_reviewed
"Across daily life, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"If we treat the premises charitably, a bottleneck in climate modeling. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
Field notes from technology record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
"In philosophy, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"the vow of celibacy is antiquated and obsolete in today's world, therefore it should be abandoned.",Anumana,moderate,ibm_reviewed
Social media platforms should be regulated by the government to make sure everyone's posts meet the community standards.,Shabda,moderate,ibm_reviewed
"Across medicine, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
"In legal reasoning, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"In social media discourse, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
"In news analysis, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
traditional education has some merits like feedbacks and inspirations that cannot be replaced in the near future,Upamana,moderate,aaec_reviewed
"For newcomers in legal reasoning, a hash table is similar to a set of labeled drawers: fast lookup, occasional collisions.",Upamana,,nyaya_synthetic
Researchers publishing in technology reported a replication failure under stricter preprocessing.,Shabda,,nyaya_synthetic
"For newcomers in medicine, a hash table is similar to a set of labeled drawers: fast lookup, occasional collisions.",Upamana,,nyaya_synthetic
Most of the foods they eat are fat foods like chips or pizzas,Upamana,moderate,aaec_reviewed
"compulsory voting will cause more people to take an interest in politics which, in turn, will benefit everyone",Anumana,moderate,ibm_reviewed
"On balance, the evidence indicates a bottleneck in history of science. The downstream metric lags whenever the upstream queue saturates; which makes it plausible that the system is contention-limited.",Anumana,,nyaya_synthetic
"In education, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
Field notes from philosophy record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
The centre for research in agriculture can help my co-citizens to better exploit these land,Anumana,moderate,aaec_reviewed
"In social media discourse, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
"In legal reasoning, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"In social media discourse, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"In clinical triage, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
"In public debate, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"In India, for example, female students are more often likely to grab more number of top scorer positions in every year higher secondary school examinations",Anumana,moderate,aaec_reviewed
"During the philosophy walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
investigative journalism is a cornerstone of democracy because it holds politicians accountable.,Shabda,strong,ibm_reviewed
"In urban planning, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Anumana,strong,ibm_reviewed
"According to the published standard for history of science, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
"The dashboard in clinical triage looked stable at first glance. Yet latency spikes only during failover, which suggests a race in the controller path.",Anumana,,nyaya_synthetic
"For newcomers in social media discourse, a hash table is similar to a set of labeled drawers: fast lookup, occasional collisions.",Upamana,,nyaya_synthetic
"During the medicine walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
"In daily life, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"Explaining history of science to newcomers is similar to teaching navigation: you start from landmarks people already trust, then map unfamiliar terrain onto those anchors.",Upamana,,nyaya_synthetic
"In astrobiology, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
it has been shown that children are at a higher risk of dropping out of school if there is a zero-tolerance policy in place,Anumana,moderate,ibm_reviewed
Social media platforms should be regulated by the government to prevent criminals from affecting people minds.,Shabda,strong,ibm_reviewed
"these situations need to be handled on a case by case basis because many times, the culprit is not really a threat.",Anumana,strong,ibm_reviewed
economic sanctions only hurt the people of the country and never the regime that is being sanctioned.,Anumana,moderate,ibm_reviewed
Social media platforms should not be regulated by the government because crimes can't be committed on the internet,Shabda,strong,ibm_reviewed
"To put it differently, is that after this person has quit his job and became unemployed, he can no longer pay his bills nor buy what he needs for his everyday needs",Anumana,moderate,aaec_reviewed
"In daily life, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
Field notes from social media discourse record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
"Taken together, the observations suggest a bottleneck in journalism ethics. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
"On balance, the evidence indicates a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; which makes it plausible that the system is contention-limited.",Anumana,,nyaya_synthetic
"an international sports event is a very good thing to gather people, let them dream, being proud of their nationality and forget problems, but just for a while",Anumana,moderate,aaec_reviewed
This experience also makes them aware of what they would like to make of their life,Anumana,moderate,aaec_reviewed
"cannabis has been proven to alleviate pain, hep with insomnia and decrease stress in a natural method.",Pratyaksha,strong,ibm_reviewed
Experts in legal reasoning now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
"Taken together, the observations suggest a bottleneck in cybersecurity operations. The downstream metric lags whenever the upstream queue saturates; so the system is contention-limited.",Anumana,,nyaya_synthetic
"According to the published standard for econometrics, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in cybersecurity operations. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
entrapment should be legalized because it is arbitrary to ban this one type of evidence.,Pratyaksha,strong,ibm_reviewed
"During the legal reasoning walkthrough, we could hear intermittent clicking from the enclosure with no load applied.",Pratyaksha,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in cybersecurity operations. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; so the system is contention-limited.",Anumana,,nyaya_synthetic
Master augmentation (medicine): synthetic vignette uid master-pad-19; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
"Taken together, the observations suggest a bottleneck in supply chains. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
"they must stop wanting to regulate everything, there are rights that cannot be violated such as freedom of expression",Anumana,moderate,ibm_reviewed
the government should not regulate what parents do that is already a personal decision of each family,Shabda,moderate,ibm_reviewed
This is actually very environmentally unfriendly,Anumana,weak,aaec_reviewed
Master augmentation (social media discourse): synthetic vignette uid master-pad-35; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,,nyaya_synthetic
"In medicine, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"Under ordinary conditions in this domain, a bottleneck in urban planning. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
"If we treat the premises charitably, a bottleneck in constitutional law. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
Master augmentation (politics): synthetic vignette uid master-pad-23; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
"Under libertarianism, there is no mechanism of social welfare to ensure that citizens are fed, clothed, and housed.",Anumana,moderate,ibm_reviewed
species extinction is quite natural according to the theory of evolution,Shabda,strong,aaec_reviewed
"when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced",Anumana,moderate,aaec_reviewed
"The dashboard in history of science looked stable at first glance. Yet latency spikes only during failover, which suggests a race in the controller path.",Anumana,,nyaya_synthetic
The workflow in politics acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
The workflow in medicine acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
"if the students choose the classes as optional, it would provide more benefits than drawbacks",Anumana,moderate,aaec_reviewed
"we must continue to support space exploration economically, we must always have vision to the future and see better things",Anumana,moderate,ibm_reviewed
"we should not abandon school uniform because, otherwise will be discrimination between poor and rich kids.",Anumana,moderate,ibm_reviewed
"Under ordinary conditions in this domain, a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
the adoption of zero tolerance has effective in keeping bullying in check and all sorts of academic misconduct.,Shabda,moderate,ibm_reviewed
Banning child actors would be denying many very talented young individuals from becoming something great from an early age.,Anumana,moderate,ibm_reviewed
large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer,Upamana,moderate,aaec_reviewed
Experts in public debate now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
When someone becomes a nun or priest they should wholly devote themselves to God only.,Anumana,moderate,ibm_reviewed
"In social media discourse, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"According to the published standard for history of science, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
foster care just passes children around like they are a burden instead of finding a home for them.,Anumana,moderate,ibm_reviewed
Social media platforms should be regulated by the government to prevent criminals from affecting people minds.,Shabda,strong,ibm_reviewed
Field notes from politics record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
we need to adopt an austerity regime so the government stops over spending on unnecessary things,Shabda,moderate,ibm_reviewed
"In public debate, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
"In public debate, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
Researchers publishing in medicine reported a replication failure under stricter preprocessing.,Shabda,,nyaya_synthetic
"Across legal reasoning, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
compulsory voting will cause more people feel like the government has too much power and the country will feel less free,Upamana,strong,ibm_reviewed
The workflow in public debate acts like a pipeline valve: small friction upstream amplifies delays downstream.,Upamana,,nyaya_synthetic
"Taken together, the observations suggest a bottleneck in journalism ethics. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
"According to the education handbook, the device must complete a full calibration cycle before first use.",Shabda,,nyaya_synthetic
we should adopt an austerity regime because it helps the countries that import and export items,Anumana,moderate,ibm_reviewed
A recent bulletin in legal reasoning states that the prior guideline was superseded last quarter.,Shabda,,nyaya_synthetic
"In education, a direct check showed the instrument reading drifting outside tolerance during the run.",Pratyaksha,,nyaya_synthetic
the excellent knowledge will be of more importance,Anumana,weak,aaec_reviewed
A recent bulletin in social media discourse states that the prior guideline was superseded last quarter.,Shabda,,nyaya_synthetic
"We measured the artifact directly in history of science. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
Field notes from technology record visible condensation on the cold line within minutes of startup.,Pratyaksha,,nyaya_synthetic
foster care can help provide a young person a stable environment so they can grow & flourish in a normal home setting,Anumana,moderate,ibm_reviewed
"In legal reasoning, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
