essay_id,component_type,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
essay180,MajorClaim,groups provide a place for people to gain experiences or achieve goals,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay043,Premise,these sporting occasions are a good opportunity for people to be proud of their country,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay066,Premise,people tend to follow the trend back to the tradition in the recent years,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay123,Premise,if children listen to their advices they can prevent happening worst things,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay137,Claim,"an international sports event is a very good thing to gather people, let them dream, being proud of their nationality and forget problems, but just for a while",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay186,MajorClaim,"human needs for farmland, housing and industry are more important",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay103,Claim,"I am skeptical about disclosing the defendant's history to the jury, with intention to avoid subjective and probable inaccurate verdict",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay079,MajorClaim,arts are supposed to be included in the government's investment as well,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay019,Claim,"Another problem that the young adults may encounter is to find a co-tenant, who they do not like",Upamana,Matched Upamana cues: like,,,
essay268,Claim,I do not deny the importance of doing sports in the success of university students,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay246,MajorClaim,every fast and not well thought decision is a wasted one,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay195,MajorClaim,"My country need to focus more on the agriculture by establishing centers for research in this field, which will have some very positive consequences on agriculture people work, on the economy and on the employment",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay072,Claim,Sports activities can improve mental health,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay249,MajorClaim,"In considering whether the time children watching on TV or movies should be constrained, I hold a strongly positive point of view toward this issue",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay316,Claim,new building construction deserves more governmental investment,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay222,Claim,parents train their child how to become a good person,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay108,Claim,the introduction of the early retirement has some benefits,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay112,MajorClaim,exams have a role to play in ensuring proper and objective assessment of achievement,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay084,Premise,"It will not be surprising that in order to obtain a mobile phone, they make themselves jobless",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay052,MajorClaim,English as an elegant language should be advocated in many fields to expand the global trade and communications,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay266,MajorClaim,advertising is not the primary reason of unhealthy eating habits,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay038,Premise,"With the development of Internet, we can enjoy the pleasure and conveniences which it brings about for us every day",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay177,MajorClaim,I don't think that technology can replace teachers and classroom,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay011,Claim,financial sustainability of a region mostly depends on how healthy the population is,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay110,MajorClaim,"being a citizen involves in a number of duties, other than paying taxes",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay228,Claim,Modern TV has smart system that let you be connected with people,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay056,Premise,"language obstacle is no longer a problem, which results in mutual understanding and trust between their mother land and the host country",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay313,Premise,my dog was near me and it seemed to me that only him could understand my deeply feelings,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay250,Premise,a worker's salary can properly reflect his/her competence and value on his/her career,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay334,Claim,we cannot deny machines are play a vital role in people living and working,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay334,MajorClaim,problems posed by machines should draws more attentions as well,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay071,MajorClaim,"while some of them are disturbing, we can not overlook other merits the advertisements bring",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay047,Premise,Given the fact that human beings are responsible for the heavy pollution and severe damage to the natural habitats of many wild animals,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay006,MajorClaim,"studying abroad does not only have advantages, but also can change us in a very positive way",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay274,Premise,he hardly cared about something else,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay173,MajorClaim,"zoos provide social interaction, education, and develop qualities such as animal respect and understanding",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay181,Claim,building the university may lead to some social problems,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay216,Premise,"in my country, buses are attributed to the cause of skyrocketing of accidents",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay153,MajorClaim,students understanding the money management techniques will have more positive effects than negative impact,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay292,MajorClaim,children should not be allowed to play computer games,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay107,MajorClaim,concerns to save Earth are vital,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay053,MajorClaim,human being should behave as a guardian to animals rather than as their lord or masters,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay183,MajorClaim,I personally consider this fact as the harmful thing that television has brought upon us,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay307,Claim,television and newspapers focus on famous peoples' lives in order to increase their audience or readership,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay239,MajorClaim,people should be polite to others in a such busy and crowded world,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay057,MajorClaim,creative artists must be given the freedom to express their ideas without any restrictions,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay257,Claim,luck is one factor in reaching goal,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay247,Claim,Many people are now able to maintain relationships over great distances,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay235,Claim,The idea of free of charge education inspires those scholars who really want to put their efforts and get a degree from best universities,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay181,Claim,"There are many advantages setting up the university such as more opportunities to people in the community to pursue their studies, creation of jobs",Shabda,Matched Shabda cues: studies,,,
essay372,MajorClaim,there should never be any replacement for traditional skills or ways of life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay270,MajorClaim,the ability to plan and organize is undoubtedly a powerful and sharp weapon that we must be armed with,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay265,MajorClaim,we should notice to both of them,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay073,Premise,Academic textbooks these days are laden with words besides pictures to guide the readers to comprehend better,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay285,Premise,"in biology class, learning anatomy by operating fog have many benefits",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay039,Premise,"it is the earth which goes around the sun, not vice versa",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay130,MajorClaim,the tourism sector is desirable for its important socioeconomic advantages,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay393,Premise,the press provide the public with criminal content in order to increase newspaper circulation and TV rating,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay093,Premise,"The underdeveloped nations, in return, may export local agricultural products, mineral products with discount to the former, boosting each other's economy",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay386,Claim,"when it comes to knowledge and the acquisition of such, classmates are second to none",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay106,MajorClaim,the move will do more good by looking at the quality of health and image of a nation in long run,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay250,MajorClaim,they do deserve this high payment,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay163,Premise,I will absolutely choose a place to live that is not too far from my workplace,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay357,MajorClaim,physical inactivity should not be encouraged for the aim of bettering youngsters' skills,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay048,MajorClaim,distance-learning will become increasingly important in the future as the pace of life increases,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay192,MajorClaim,spending time with a large number of friends can add more to one's life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay165,Premise,she rarely went to class but spent most time to understand confusing topic,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay395,Claim,such tax payments are unfair for them,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay184,MajorClaim,watching the match live at the stadium is more enjoyable,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay186,Premise,the society will be stable and harmony due to more farmland and industry,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay288,Premise,people use less their own cars,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay230,MajorClaim,to encourage children taking a part-time job is a good choice for them to get prepared for adult life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay380,MajorClaim,"it disadvantages may outweigh its advantages with regard to economic and politic issues, making it advisable to seek another options to reduce the use of personal cars",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay226,Claim,life changes rapidly,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay206,MajorClaim,I would prefer to live in a small town,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay370,Premise,"In the past, there used to be World Wide Web or e-mail, but the cyber world now varies form games, online TV shows to means of communication, and probably still keeps going",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay166,MajorClaim,I would prefer to live in a city,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay375,MajorClaim,"no matter how widely they are spoken, every language should be protected from being disappeared",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay241,Claim,the city provides better communication,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay167,Claim,they enabled easier access to information and increased qualities of the communication,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay255,Claim,a personal car uses is in need,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay167,Premise,it is convenient,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay275,Claim,"Even in rich families if children did not learn to manage their own money, when they grow up they will become unappreciative and dependent persons who want to just used their parents prosperity",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay180,Premise,They bring hopes and inspire others with their generous spirit,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay384,MajorClaim,violent contents must be excluded from all kidvids in order to reduce the proportion of juvenile delinquency,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay074,MajorClaim,all languages should be preserved and developed as much as possible,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay325,Claim,the ability to adapt oneself to the new environment has been proven to be part of job,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay020,MajorClaim,both companies and private individuals should take the main part to clean up the air pollution,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay384,MajorClaim,"governments should definitely reduce violent components to the minimum in kidvids, while such contents remain in the TV shows that for mature minds to watch would be entirely reasonable",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay124,Claim,in this age they are not expected to be responsible,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay084,Claim,"till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay401,Claim,The second reason why I believe that fatherood is as important as motherhood is the dynamics of the relationships today,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay237,Premise,Most of the foods they eat are fat foods like chips or pizzas,Upamana,Matched Upamana cues: like,,,
essay188,MajorClaim,Including physical activity in children's school day should be strongly considered,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay098,Claim,"when children take jobs, they tend to be more responsibl",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay064,Claim,it is the educational functions traditional games hold that keep them alive today,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay301,Premise,"When the distance is longer and harder to achieve, a runner who can go beyond his limit will proud of himself",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay299,Claim,it is very easy to learn a foreign in our own country,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay344,Premise,the modern artists who implement their creative thinking onto high value creation are paid with immense sum by the art collector,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay043,MajorClaim,"large scale sports games make people focus on attractive contests instead of international disputes, and help them being proud of their nation",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay291,Premise,College and university do not want people who not qualify for to waste their money in these expensive courses and waste their time,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay125,Claim,they can gain a deep sight into what are they studying,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay142,Premise,more pension have to spend for Medicare instead of investing in other sectors of the economic system,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay373,MajorClaim,it is no evidence about the reduction of crime rates due to the death penalty,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay297,Claim,online classes have some advantages so they could be used as supplementary,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay245,Premise,You should not worry about interrupting an important conversation or some other business,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay174,Claim,most serious movies have a wide variety of content,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay051,Claim,investing in libraries has a long-time result,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay223,Claim,television has useful and educational programs,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay375,MajorClaim,it will definitely impact seriously on many other aspects especially in the loss of our cultural heritages,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay236,MajorClaim,a professor should do their research all the time during their careers as a teacher in university,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay186,Claim,protecting endangered animals is necessary,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay160,Premise,"a women steals feed for her child should be treated same as a women, who steals for her drug addiction",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay097,MajorClaim,popular sports events can help reduce international tensions remarkably and promote national prides safely,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay203,MajorClaim,I strongly believe in hard working that would not easily disappoint you as luck sometimes does,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay061,MajorClaim,"The whole world is dependent on computers, without which, the world will go back hundreds of years",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay078,Premise,"some countries may place economic developments ahead of environmental protection, thus ruining the local environments",Anumana,Matched Anumana cues: thus,,,
essay136,MajorClaim,both alternative sources and traditional teaching methods from educators are equally important in children's acquisition of knowledge,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay119,Premise,This is where the computer proves to be incompetent,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay394,MajorClaim,"handwriting is still a needed skill for all of people, especially students at the early age",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay013,Premise,"Bill Gates was attracted by the original huge computer, then he did everything he could to understand how it worked",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay119,MajorClaim,at no time will the unique role of human teachers be replaced,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay110,Premise,being a citizen in society should protect the country's culture and history,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay221,Premise,"That also make money flow, and then economics become better",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay111,MajorClaim,primates should have the same rights as human beings,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay211,MajorClaim,schools should not remove these subjects,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay341,Claim,"the government authorities and education institutes should work closely together to promote the traditional skills and ways of life, so as to make people to realize the value of them",Shabda,Matched Shabda cues: authorities,,,
essay205,Claim,it improves the quality of student life as well as their learning motivation and teaches important life skills,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay124,MajorClaim,childhood is definitely the happiest time of people life in two main areas,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay138,Claim,traditional education has some merits like feedbacks and inspirations that cannot be replaced in the near future,Upamana,Matched Upamana cues: like,,,
essay358,MajorClaim,the option of working or studying from home is thought to provide more benefits than drawbacks,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay084,Premise,supplying hand phones to the unemployed is a waste of the taxpayers' money,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay005,Premise,the one will learn living without depending on anyone else,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay363,Claim,machines make work easy and smooth,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay260,Premise,"As living in a competent world, we are like playing a survival game",Upamana,Matched Upamana cues: like,,,
essay104,Claim,"the Internet is an adequate source of academic information, which will potentially fulfill the needs of university pupils",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay020,MajorClaim,more responsibilities should put on private individuals and companies such as paying to clean up air pollution,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay270,Claim,it is not need for young people to possess this ability,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay381,Premise,we need to consider that police armed with guns or any other kinds of legal weapons just attempts to protect not only civilians but also himself,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay118,MajorClaim,"their salary at a lower level would be more appropriate compared with other peoples in scientific or social, economic fields",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay339,Claim,Competitive children are more likely to be confident enough to handle the situations independently,Anumana,Matched Anumana cues: likely,,,
essay026,Premise,there are usually some articles in newspapers and magazines which report the relationship between certain chemical components in some food and diseases,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay078,Claim,the economic development and environmental protection can be conflicting,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay018,Premise,nowadays women are working in home as well as in the sky,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay239,Claim,a person with good manner will give others a fine personal impression,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay023,Claim,some harmful effects on our health are lethal,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay189,MajorClaim,for a teenager it is important to pay attention on their studies,Shabda,Matched Shabda cues: studies,,,
essay177,Premise,"Unlike traditional classes, distance education courses don't take place in a classroom, where you are surrounded by your teachers and classmates",Upamana,Matched Upamana cues: like,,,
essay198,Claim,the using of public transportation reduces the amount of resources using on transportation,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay023,Claim,it has a number of problems that should be well handled,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay044,Premise,To generate such a vast energy the fundamental resources are falling short,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay266,Claim,advertising is not entirely decisive on personal eating habit,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay324,Claim,"doing same task day and night just server to increase our psychological burden, connecting with different types of job is capable give us more colors to our life",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay186,Premise,we can invent new technique to help endangered animals to produce offspring to be sure they would not distinct,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay233,MajorClaim,ease to prepare food has improved people’s lives,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay026,Claim,the invention of prepared foods definitely satisfies the demand of some people who are busy in their work,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay320,Claim,working alone allows me to avoid spending time and efforts on many things that are an integral part of teamwork,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay266,Premise,the advertising industry bolsters people's awareness of having a healthy lifestyle,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay238,MajorClaim,it's fun and educational,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay262,Claim,young people in this generation are exposed to more creative ideas and rather think individually,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay374,Claim,the zoo also serve as a means of ecological protection,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay031,MajorClaim,alternative forms of transport and international laws on controlling automobiles are necessary due to the environmental protection and the alleviation of traffic congestion,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay140,Premise,"In India, for example, female students are more often likely to grab more number of top scorer positions in every year higher secondary school examinations",Anumana,Matched Anumana cues: likely,,,
essay067,Premise,the audiences have their own judgement and are not likely to be misled or influenced by some art work,Anumana,Matched Anumana cues: likely,,,
essay379,Premise,"they are doing what they love, their income however seems to be quite low compared to many other career paths",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay225,MajorClaim,"Childhood, in several aspects, is the happiest period of our lives",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay213,Premise,The apperant example is that there are a lot of tests that do not allow team-working,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay398,MajorClaim,"it is necessary for universities to respect the individual choice of subject due to the diversity of boys and girls, and we ca not forcedly put the same numbers of males and females into every subject",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay323,Premise,"when we grow bigger, they teach us many fairy tales and several important ethic lessons that affect us till the end of our lives",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay141,Claim,we are capable of stating that it is important to talk to people face-to-face,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay068,MajorClaim,What the government should do immediately is to strengthen censorship to control the amount of violence in media,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay153,Claim,teenage students need to understand the money management basics,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay227,Premise,Space exploration has used as a tools for military power in the cold war,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay304,Premise,"As we destroy the natural habitat, like forests, jungles and lakes, to make place for our industry and farmland, we rob the ecosystem",Upamana,Matched Upamana cues: like,,,
essay092,Premise,"When individuals keep the habit of grasping the world's cutting-edge fashion information, they are gradually changing their attitudes to viewing the world, which means they are more open to accept diverse voices from people around the world",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay199,Premise,"when I fix my study plan with a specific time and finish it on time, it improves my ability in the future to become more precise and careful",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay345,MajorClaim,"I would strongly emphasis and recommend, Government must include the clause of maximum number of working hours in its Labor Law and enforce to all companies for ensuring their employees do not spend extended hours in companies",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay120,Claim,capital punishment presents an extreme warning to the community,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay399,Premise,The first impression of the celebrities seems that they are rich while not having to work hard,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay169,MajorClaim,professors should spend more time on preparing courses than research,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay201,Premise,sponsoring conservation is a more efficient method of advertising,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay162,MajorClaim,the drawbacks of cheap air fares outweigh the benefits,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay060,Premise,"Financially, students can save a little money to support their university education by doing a job",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay336,Premise,Fame is a great responsibility for public people as their admirers are very sensitive to any acts of their idols,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay164,MajorClaim,providing professional training can be effective in encouraging further good work,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay018,MajorClaim,universities must open choice for everyone to select his subject,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay383,MajorClaim,technology has a great contribution to our lives and civilization,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay004,Claim,tourism has threatened the nature environments,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay010,Claim,governments have to turn people' attention on public vehicles to reduce cars and motorbikes,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay363,Claim,The negative effects on health can be put on the back seat,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay113,Claim,"for the issue of education fee, richer countries should offer scholarships and loan to the qualified students",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay080,Premise,This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay003,Claim,tourism has survived many non-tangible cultural values and beauty scenes,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay271,Claim,attending to classes makes students more attentive and have them to do their studies on time that this attitude lead them to success,Shabda,Matched Shabda cues: studies,,,
essay089,MajorClaim,"nowadays humans need farmland, housing and industry",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay270,Premise,"If some employees lack the ability to plan and organize ahead, they may get the procrastination and therefore take into action until the deadline is imminent",Anumana,Matched Anumana cues: therefore,,,
essay052,Claim,we still need preserve other languages for sake of keeping the linguistic and cultural diversity,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay220,MajorClaim,staying longer with parents is a better choice,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay291,MajorClaim,Studying in college and university is a great opportunity that all students should have,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay159,Claim,many young owners of cellular phones are struggling at school because they are distracted most of the time with their phones,Anumana,Matched Anumana cues: because,,,
essay131,Premise,The investment could be paid back through the values of the created works of art which as a matter of fact should be considered as national possessions,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay299,Claim,It is cost effective and there is a pool of opportunities available now to accomplish the same,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay334,Premise,"machines never ask for salary, over-time pay or pension",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay317,MajorClaim,every experience in life whether it is good or bad always gives us something to learn and keep for life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay085,MajorClaim,CCTV cameras are essential and therefore must be installed in every premise,Anumana,Matched Anumana cues: therefore,,,
essay070,MajorClaim,addressing pollution and traffic issues only by increasing oil price is not adequate,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay121,MajorClaim,"all companies, factories and businesses should be monitored by governments and executive, and they do not have to let do anything they want just due to making profit",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay295,Claim,being without a teacher has shortcomings,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay397,Claim,Many old traditionally cultural things have long gone as a result of modern technology,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay161,Premise,"If you spend your spare time at home or something like that, you can't enjoy beautiful nature",Upamana,Matched Upamana cues: like,,,
essay402,MajorClaim,both studying hard at school and playing sports can improve children's future,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay082,Premise,customers of telecommunication services will have an idea about the current offers of different companies,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay159,MajorClaim,the negative impacts brought about by mobile phones are harmful to a person’s education and character,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay030,Claim,I don't think it is also fair for the government as the government has been paying a lot of money for their students' primary and secondary education,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay068,Premise,they regard the violence as reasonable and justifiable,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay347,Premise,It is unlikely to buy things impulsively for adults who have concern of arranging disposable income,Anumana,Matched Anumana cues: likely,,,
essay385,Premise,"Many baggers chose to be a pickpocket in the public transport, for instance",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay178,MajorClaim,"I advocate building a big shopping center in my neighborhood, which will be beneficial to our community",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay114,MajorClaim,"I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay393,MajorClaim,any descriptions of crimes should not go unchecked as any longer,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
